,MSR geothermal,GLP geothermal,DMA geothermal,MTQ geothermal,LCA geothermal,SKN geothermal,SVG geothermal,GRD geothermal,ATG wind,ATG solar pv,MSR wind,MSR solar pv,GLP wind,GLP solar pv,DMA wind,DMA solar pv,MTQ wind,MTQ solar pv,LCA wind,LCA solar pv,SKN wind,SKN solar pv,SVG wind,SVG solar pv,GRD wind,GRD solar pv,BRB wind,BRB solar pv
0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4264,0.0,0.444,0.0,0.452,0.0,0.5296,0.0,0.5672,0.0,0.6056,0.0,0.4536,0.0,0.6272,0.0,0.5384,0.0,0.6432,0.0
1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4352,0.0,0.4488,0.0,0.4544,0.0,0.5232,0.0,0.5584,0.0,0.5984,0.0,0.4568,0.0,0.6224,0.0,0.5688,0.0,0.6392,0.0
2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.432,0.0,0.444,0.0,0.4528,0.0,0.5248,0.0,0.5528,0.0,0.5872,0.0,0.4472,0.0,0.608,0.0,0.5816,0.0,0.6328,0.0
3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4224,0.0,0.438933334,0.0,0.4512,0.0,0.5296,0.0,0.5544,0.0,0.5832,0.0,0.4432,0.0,0.5952,0.0,0.5968,0.0,0.628,0.0
4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.416,0.0,0.440266666,0.0,0.4496,0.0,0.5352,0.0,0.5592,0.0,0.5856,0.0,0.4552,0.0,0.5944,0.0,0.5384,0.0,0.6232,0.0
5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4152,0.0,0.4384,0.0,0.436,0.0,0.5216,0.0,0.548,0.0,0.5792,0.0,0.464,0.0,0.5896,0.0,0.5688,0.0,0.6176,0.0
6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4144,0.0008,0.431466666,0.0008,0.4192,0.0024,0.4976,0.0032,0.5264,0.0032,0.5688,0.0024,0.4608,0.0,0.5864,0.0016,0.5816,0.0008,0.6184,0.008
7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4056,0.1216,0.422133334,0.1136,0.4072,0.12,0.48,0.1312,0.5096,0.1104,0.5632,0.0792,0.4536,0.1352,0.5928,0.0728,0.5968,0.0504,0.6232,0.1208
8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3936,0.2832,0.412266666,0.28,0.3992,0.268,0.4784,0.2912,0.5072,0.26,0.5648,0.2048,0.444,0.3064,0.608,0.1856,0.6096,0.136,0.6296,0.2664
9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3768,0.4208,0.3952,0.4152,0.3864,0.3712,0.4728,0.4056,0.508,0.3904,0.5648,0.3296,0.4224,0.4344,0.6184,0.308,0.6128,0.2192,0.6304,0.3936
10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3392,0.532,0.361066666,0.5144,0.3536,0.4504,0.4456,0.4744,0.4944,0.4848,0.56,0.4176,0.3904,0.5184,0.6208,0.404,0.6072,0.2784,0.6224,0.4752
11,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3,0.5728,0.3272,0.56,0.3152,0.4984,0.4088,0.508,0.4736,0.5368,0.5528,0.4528,0.3664,0.5624,0.6152,0.412,0.596,0.3112,0.6056,0.5184
12,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2768,0.576,0.301066666,0.568,0.2848,0.5184,0.3784,0.4952,0.4536,0.5448,0.54,0.46,0.3416,0.5728,0.604,0.4,0.5872,0.3128,0.5816,0.5112
13,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.26,0.5392,0.277333334,0.536,0.2664,0.5048,0.3544,0.4288,0.4368,0.5072,0.5248,0.44,0.3056,0.5416,0.5856,0.3816,0.5784,0.2904,0.5552,0.4568
14,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2392,0.4616,0.2568,0.4552,0.264,0.4272,0.348,0.3392,0.4288,0.4272,0.512,0.3968,0.2672,0.452,0.5664,0.3544,0.5736,0.2344,0.528,0.3736
15,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2208,0.3336,0.243733334,0.304,0.2696,0.3192,0.3608,0.2496,0.4328,0.2992,0.504,0.3024,0.2408,0.288,0.5512,0.2688,0.5832,0.1656,0.5032,0.2552
16,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2104,0.128,0.237333334,0.1168,0.276,0.1552,0.3824,0.1224,0.4472,0.14,0.504,0.1552,0.2256,0.1256,0.5448,0.132,0.6048,0.0848,0.4848,0.1096
17,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.212,0.008,0.241866666,0.0088,0.2832,0.0096,0.4016,0.0112,0.4632,0.0104,0.5136,0.0144,0.2304,0.0128,0.5488,0.0136,0.6312,0.0112,0.4792,0.0064
18,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2216,0.0,0.254666666,0.0,0.292,0.0,0.4232,0.0,0.4784,0.0,0.5264,0.0,0.2504,0.0,0.5592,0.0,0.6528,0.0,0.492,0.0
19,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2376,0.0,0.271733334,0.0,0.304,0.0,0.4424,0.0,0.4952,0.0,0.5408,0.0,0.2736,0.0,0.5736,0.0,0.6576,0.0,0.5112,0.0
20,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.256,0.0,0.291733334,0.0,0.3232,0.0,0.4632,0.0,0.512,0.0,0.5504,0.0,0.296,0.0,0.5832,0.0,0.6472,0.0,0.5272,0.0
21,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2736,0.0,0.311466666,0.0,0.3416,0.0,0.4832,0.0,0.5232,0.0,0.5552,0.0,0.3192,0.0,0.584,0.0,0.6272,0.0,0.524,0.0
22,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.292,0.0,0.3288,0.0,0.3544,0.0,0.4952,0.0,0.5264,0.0,0.5504,0.0,0.34,0.0,0.5744,0.0,0.6016,0.0,0.5056,0.0
23,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3032,0.0,0.340266666,0.0,0.368,0.0,0.4984,0.0,0.5256,0.0,0.5464,0.0,0.3496,0.0,0.5648,0.0,0.5784,0.0,0.4848,0.0
24,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3072,0.0,0.3424,0.0,0.376,0.0,0.4976,0.0,0.5152,0.0,0.5328,0.0,0.344,0.0,0.548,0.0,0.5632,0.0,0.4608,0.0
25,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3024,0.0,0.334933334,0.0,0.3768,0.0,0.4912,0.0,0.4968,0.0,0.5064,0.0,0.3256,0.0,0.5184,0.0,0.5616,0.0,0.4336,0.0
26,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2912,0.0,0.322133334,0.0,0.3712,0.0,0.4736,0.0,0.4752,0.0,0.4784,0.0,0.304,0.0,0.4872,0.0,0.5704,0.0,0.408,0.0
27,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2752,0.0,0.3064,0.0,0.3616,0.0,0.4568,0.0,0.4592,0.0,0.4584,0.0,0.2824,0.0,0.4648,0.0,0.5824,0.0,0.3904,0.0
28,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2624,0.0,0.293333334,0.0,0.3512,0.0,0.4448,0.0,0.444,0.0,0.448,0.0,0.2664,0.0,0.4496,0.0,0.596,0.0,0.3784,0.0
29,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2448,0.0,0.272533334,0.0,0.3272,0.0,0.4144,0.0,0.4112,0.0,0.4248,0.0,0.2456,0.0,0.428,0.0,0.6016,0.0,0.36,0.0
30,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2336,0.0016,0.255733334,0.0008,0.3056,0.0024,0.3856,0.0032,0.3752,0.0064,0.3976,0.008,0.228,0.0,0.412,0.0072,0.5936,0.004,0.3344,0.0168
31,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2344,0.1288,0.250133334,0.108,0.2944,0.116,0.364,0.1392,0.3496,0.164,0.3728,0.1664,0.2216,0.1288,0.4032,0.1616,0.5848,0.1136,0.308,0.1872
32,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.24,0.296,0.251733334,0.284,0.296,0.2664,0.3552,0.2832,0.3392,0.3256,0.356,0.3352,0.2192,0.3008,0.3976,0.3328,0.5728,0.2616,0.2864,0.3496
33,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2424,0.4224,0.248533334,0.4272,0.296,0.3896,0.3464,0.4056,0.328,0.4504,0.3368,0.4592,0.2072,0.432,0.3848,0.4552,0.5552,0.4176,0.2608,0.468
34,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2296,0.5088,0.230133334,0.5224,0.2808,0.4808,0.3224,0.4904,0.3048,0.5288,0.3104,0.5424,0.18,0.5176,0.3616,0.5392,0.5312,0.5192,0.2304,0.5432
35,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.208,0.5552,0.209066666,0.568,0.2624,0.5336,0.2944,0.5536,0.2808,0.5688,0.2808,0.576,0.1568,0.5552,0.328,0.5736,0.5104,0.5584,0.212,0.5688
36,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1864,0.556,0.188533334,0.5584,0.2376,0.5504,0.2648,0.556,0.2576,0.568,0.252,0.5808,0.1416,0.5464,0.2872,0.5728,0.5032,0.5632,0.2024,0.5656
37,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1696,0.5056,0.169866666,0.4936,0.2112,0.508,0.2336,0.5128,0.2312,0.5176,0.22,0.544,0.1288,0.5024,0.2416,0.5384,0.492,0.5272,0.2024,0.5248
38,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1576,0.4016,0.1568,0.384,0.1912,0.4144,0.2064,0.4016,0.2056,0.4416,0.1896,0.4664,0.1216,0.4248,0.2024,0.464,0.4856,0.4552,0.212,0.448
39,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1504,0.256,0.149066666,0.2552,0.176,0.2616,0.1864,0.2568,0.188,0.3208,0.1696,0.3464,0.1208,0.3224,0.1776,0.3488,0.4864,0.3408,0.2264,0.3264
40,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1512,0.1136,0.147733334,0.1264,0.168,0.0912,0.1832,0.1216,0.1824,0.1592,0.1608,0.1832,0.124,0.172,0.168,0.1856,0.4904,0.1848,0.2456,0.1616
41,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1496,0.0096,0.148,0.0136,0.1648,0.0064,0.1928,0.0096,0.1896,0.0128,0.1648,0.0184,0.1296,0.016,0.1688,0.0208,0.4912,0.024,0.2616,0.0104
42,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1496,0.0,0.153066666,0.0,0.1696,0.0,0.212,0.0,0.2072,0.0,0.1832,0.0,0.14,0.0,0.1864,0.0,0.4832,0.0,0.2832,0.0
43,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1496,0.0,0.156533334,0.0,0.172,0.0,0.2304,0.0,0.232,0.0,0.2128,0.0,0.148,0.0,0.2168,0.0,0.4592,0.0,0.3136,0.0
44,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1448,0.0,0.151733334,0.0,0.168,0.0,0.24,0.0,0.2552,0.0,0.2472,0.0,0.1424,0.0,0.2496,0.0,0.4248,0.0,0.3456,0.0
45,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1336,0.0,0.1376,0.0,0.1544,0.0,0.2384,0.0,0.2704,0.0,0.2792,0.0,0.1248,0.0,0.2752,0.0,0.3864,0.0,0.3712,0.0
46,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1152,0.0,0.121333334,0.0,0.136,0.0,0.2256,0.0,0.272,0.0,0.2968,0.0,0.1128,0.0,0.296,0.0,0.3512,0.0,0.3888,0.0
47,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1192,0.0,0.122933334,0.0,0.136,0.0,0.228,0.0,0.2816,0.0,0.312,0.0,0.1136,0.0,0.3088,0.0,0.3304,0.0,0.4072,0.0
48,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.1504,0.0,0.142933334,0.0,0.1568,0.0,0.2408,0.0,0.2904,0.0,0.32,0.0,0.1216,0.0,0.312,0.0,0.3224,0.0,0.4192,0.0
49,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.184,0.0,0.162933334,0.0,0.1792,0.0,0.2432,0.0,0.2808,0.0,0.3136,0.0,0.1256,0.0,0.308,0.0,0.3304,0.0,0.4272,0.0
50,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2064,0.0,0.18,0.0,0.2008,0.0,0.244,0.0,0.2664,0.0,0.2944,0.0,0.1328,0.0,0.2928,0.0,0.3616,0.0,0.4296,0.0
51,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2272,0.0,0.2008,0.0,0.2224,0.0,0.2432,0.0,0.2544,0.0,0.2776,0.0,0.1528,0.0,0.2752,0.0,0.3992,0.0,0.4272,0.0
52,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2664,0.0,0.235466666,0.0,0.2576,0.0,0.2512,0.0,0.2528,0.0,0.2672,0.0,0.1824,0.0,0.256,0.0,0.4304,0.0,0.4192,0.0
53,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2976,0.0,0.256,0.0,0.2728,0.0,0.2392,0.0,0.24,0.0,0.2512,0.0,0.1976,0.0,0.232,0.0,0.4464,0.0,0.3944,0.0
54,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3152,0.0008,0.2696,0.0,0.2832,0.0016,0.2328,0.0032,0.2376,0.0048,0.248,0.008,0.2104,0.0,0.2224,0.008,0.4512,0.0072,0.376,0.0176
55,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3408,0.0816,0.2976,0.0744,0.3168,0.0856,0.2528,0.1256,0.2552,0.128,0.264,0.1576,0.2352,0.0688,0.2376,0.1632,0.4496,0.1496,0.3712,0.1864
56,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3704,0.2136,0.329866666,0.2208,0.364,0.196,0.312,0.2752,0.304,0.2832,0.3,0.3144,0.2552,0.2192,0.268,0.3264,0.4408,0.3072,0.3744,0.3424
57,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3912,0.3472,0.350133334,0.3816,0.3968,0.3264,0.3664,0.3968,0.3528,0.4232,0.3384,0.4376,0.2624,0.3896,0.3008,0.4472,0.424,0.4392,0.3776,0.4544
58,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3888,0.4512,0.3456,0.4952,0.396,0.4208,0.396,0.4824,0.3872,0.5088,0.3616,0.512,0.252,0.5072,0.3192,0.5256,0.3992,0.52,0.3832,0.5208
59,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3784,0.5104,0.338666666,0.5464,0.3904,0.4808,0.4248,0.5304,0.4136,0.5496,0.384,0.556,0.2472,0.5648,0.3304,0.564,0.372,0.564,0.3856,0.5592
60,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3648,0.5264,0.329866666,0.556,0.3776,0.536,0.4272,0.5448,0.4192,0.5576,0.4,0.5576,0.2472,0.5672,0.3448,0.5664,0.3432,0.568,0.3784,0.5632
61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.344,0.4984,0.3128,0.5224,0.352,0.5176,0.4016,0.512,0.404,0.528,0.3992,0.52,0.2424,0.5272,0.36,0.5168,0.3144,0.5328,0.3664,0.528
62,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3192,0.4256,0.2944,0.4432,0.3264,0.4472,0.3704,0.4392,0.3808,0.46,0.3912,0.4464,0.2376,0.4416,0.3736,0.4368,0.3032,0.4584,0.3568,0.46
63,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3096,0.3112,0.283733334,0.316,0.3104,0.3288,0.3488,0.3248,0.3624,0.3416,0.3792,0.3368,0.2312,0.3032,0.38,0.332,0.3168,0.3456,0.3496,0.3384
64,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.316,0.1544,0.278933334,0.1504,0.3032,0.1648,0.3408,0.1664,0.3496,0.1832,0.3648,0.18,0.2176,0.132,0.3792,0.1824,0.3472,0.1896,0.3416,0.1752
65,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3128,0.0112,0.2672,0.012,0.3024,0.012,0.3312,0.0144,0.3272,0.0176,0.3392,0.0184,0.1864,0.0088,0.3608,0.0216,0.3744,0.028,0.3232,0.0128
66,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.296,0.0,0.252,0.0,0.3064,0.0,0.3232,0.0,0.3096,0.0,0.3176,0.0,0.1536,0.0,0.3368,0.0,0.3864,0.0,0.308,0.0
67,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2752,0.0,0.241066666,0.0,0.3096,0.0,0.3248,0.0,0.3088,0.0,0.3136,0.0,0.1384,0.0,0.3248,0.0,0.3896,0.0,0.3048,0.0
68,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.256,0.0,0.234133334,0.0,0.304,0.0,0.32,0.0,0.3072,0.0,0.3152,0.0,0.1424,0.0,0.32,0.0,0.3976,0.0,0.3056,0.0
69,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2448,0.0,0.229066666,0.0,0.284,0.0,0.2968,0.0,0.2952,0.0,0.3112,0.0,0.1584,0.0,0.312,0.0,0.416,0.0,0.3096,0.0
70,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2416,0.0,0.224533334,0.0,0.2584,0.0,0.2656,0.0,0.2728,0.0,0.2992,0.0,0.1736,0.0,0.296,0.0,0.44,0.0,0.3072,0.0
71,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2736,0.0,0.247466666,0.0,0.2704,0.0,0.2752,0.0,0.2784,0.0,0.3056,0.0,0.1984,0.0,0.2992,0.0,0.4624,0.0,0.3072,0.0
72,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3304,0.0,0.2912,0.0,0.3056,0.0,0.3088,0.0,0.2984,0.0,0.3216,0.0,0.2376,0.0,0.316,0.0,0.4768,0.0,0.3024,0.0
73,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.376,0.0,0.326666666,0.0,0.328,0.0,0.3232,0.0,0.3016,0.0,0.3216,0.0,0.276,0.0,0.3216,0.0,0.4744,0.0,0.2808,0.0
74,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4032,0.0,0.354666666,0.0,0.3496,0.0,0.3272,0.0,0.2944,0.0,0.3096,0.0,0.3112,0.0,0.3208,0.0,0.4592,0.0,0.2568,0.0
75,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4152,0.0,0.3776,0.0,0.3752,0.0,0.3368,0.0,0.2912,0.0,0.3,0.0,0.3424,0.0,0.32,0.0,0.4432,0.0,0.24,0.0
76,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4304,0.0,0.4032,0.0,0.4048,0.0,0.3584,0.0,0.2984,0.0,0.2992,0.0,0.3744,0.0,0.3248,0.0,0.428,0.0,0.2328,0.0
77,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4344,0.0,0.408266666,0.0,0.4096,0.0,0.3576,0.0,0.292,0.0,0.288,0.0,0.3808,0.0,0.3208,0.0,0.4088,0.0,0.2296,0.0
78,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4376,0.0016,0.3976,0.0008,0.3872,0.0008,0.336,0.0032,0.2744,0.0064,0.2712,0.0112,0.368,0.0,0.3096,0.0096,0.3808,0.0072,0.2312,0.024
79,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4472,0.1384,0.388266666,0.1208,0.3584,0.0792,0.2912,0.1296,0.2512,0.1456,0.2544,0.1928,0.3592,0.1248,0.296,0.188,0.3616,0.1568,0.2328,0.2176
80,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4592,0.308,0.383466666,0.288,0.3336,0.2064,0.244,0.2848,0.236,0.2984,0.248,0.3584,0.3576,0.2928,0.292,0.3544,0.3504,0.3176,0.2384,0.3792
81,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4712,0.4328,0.363733334,0.4216,0.2704,0.3288,0.2008,0.4056,0.2288,0.4184,0.2424,0.4808,0.3496,0.4224,0.2888,0.48,0.332,0.4144,0.24,0.4952
82,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4792,0.5104,0.341333334,0.5096,0.2168,0.3216,0.1752,0.4832,0.2232,0.5008,0.2336,0.5608,0.328,0.508,0.28,0.5624,0.3144,0.4872,0.2312,0.5688
83,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5024,0.5128,0.354133334,0.536,0.2568,0.2984,0.1848,0.524,0.22,0.5432,0.2176,0.5992,0.3032,0.552,0.2592,0.6048,0.2984,0.5336,0.2072,0.6016
84,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5392,0.3976,0.394933334,0.4744,0.364,0.2736,0.2088,0.5264,0.2128,0.5656,0.2,0.6016,0.2816,0.5584,0.2352,0.6072,0.2944,0.5448,0.1808,0.5976
85,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5616,0.3048,0.408266666,0.3728,0.4048,0.2816,0.216,0.5256,0.1992,0.5376,0.1856,0.5648,0.2584,0.508,0.2128,0.5712,0.2944,0.5376,0.164,0.5544
86,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5568,0.2096,0.391733334,0.276,0.3704,0.3184,0.1984,0.4608,0.1832,0.4656,0.1736,0.4888,0.248,0.4232,0.1928,0.496,0.3008,0.4448,0.156,0.472
87,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5224,0.1496,0.3528,0.1768,0.2744,0.288,0.1776,0.3512,0.1744,0.3504,0.168,0.3696,0.2616,0.2632,0.1792,0.3776,0.3176,0.3536,0.1568,0.3472
88,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4584,0.084,0.313866666,0.076,0.1904,0.1576,0.1648,0.1912,0.1736,0.1888,0.1688,0.2056,0.2928,0.0952,0.172,0.2144,0.3424,0.1832,0.1672,0.1808
89,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3768,0.0072,0.2824,0.0064,0.1488,0.0144,0.1624,0.02,0.1768,0.02,0.1744,0.0248,0.3216,0.0056,0.1696,0.0304,0.3592,0.028,0.1824,0.0152
90,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2896,0.0,0.2576,0.0,0.1336,0.0,0.1784,0.0,0.1912,0.0,0.1896,0.0,0.3496,0.0,0.1784,0.0,0.3576,0.0,0.2008,0.0
91,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2448,0.0,0.2552,0.0,0.1488,0.0,0.2136,0.0,0.2168,0.0,0.216,0.0,0.372,0.0,0.196,0.0,0.3448,0.0,0.2256,0.0
92,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2464,0.0,0.267466666,0.0,0.1864,0.0,0.2576,0.0,0.2488,0.0,0.248,0.0,0.3696,0.0,0.2232,0.0,0.3272,0.0,0.2592,0.0
93,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2848,0.0,0.295466666,0.0,0.2496,0.0,0.296,0.0,0.2752,0.0,0.2752,0.0,0.352,0.0,0.252,0.0,0.3056,0.0,0.2928,0.0
94,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.3576,0.0,0.336533334,0.0,0.3232,0.0,0.3256,0.0,0.2936,0.0,0.2928,0.0,0.3288,0.0,0.2728,0.0,0.28,0.0,0.3256,0.0
95,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4448,0.0,0.380533334,0.0,0.3792,0.0,0.3592,0.0,0.3208,0.0,0.3112,0.0,0.3176,0.0,0.2944,0.0,0.2632,0.0,0.3576,0.0
96,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5136,0.0,0.424533334,0.0,0.432,0.0,0.3992,0.0,0.3536,0.0,0.3312,0.0,0.328,0.0,0.3128,0.0,0.2568,0.0,0.388,0.0
97,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5256,0.0,0.456,0.0,0.4904,0.0,0.428,0.0,0.3784,0.0,0.3512,0.0,0.352,0.0,0.3232,0.0,0.2648,0.0,0.412,0.0
98,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.54,0.0,0.483466666,0.0,0.5304,0.0,0.4536,0.0,0.4024,0.0,0.3752,0.0,0.38,0.0,0.3352,0.0,0.2848,0.0,0.4304,0.0
99,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5624,0.0,0.509333334,0.0,0.5552,0.0,0.476,0.0,0.4248,0.0,0.4048,0.0,0.4104,0.0,0.3544,0.0,0.3152,0.0,0.444,0.0
100,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5784,0.0,0.535733334,0.0,0.5864,0.0,0.5088,0.0,0.456,0.0,0.4392,0.0,0.4424,0.0,0.3792,0.0,0.3496,0.0,0.4672,0.0
101,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5784,0.0,0.541333334,0.0,0.6016,0.0,0.556,0.0,0.5064,0.0,0.484,0.0,0.444,0.0,0.42,0.0,0.3816,0.0,0.5136,0.0
102,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5728,0.0008,0.542933334,0.0,0.616,0.0016,0.6152,0.0016,0.5808,0.0032,0.5536,0.0056,0.44,0.0,0.4704,0.0064,0.4056,0.0064,0.5696,0.0088
103,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.572,0.0832,0.550666666,0.076,0.6224,0.1256,0.6584,0.1064,0.6456,0.12,0.6232,0.1328,0.4576,0.0544,0.532,0.1536,0.428,0.1528,0.612,0.1312
104,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5768,0.2392,0.565866666,0.216,0.628,0.2816,0.6744,0.2856,0.6784,0.2912,0.6712,0.3,0.4928,0.1608,0.6016,0.3192,0.4424,0.324,0.6376,0.2952
105,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5792,0.3376,0.571466666,0.3208,0.6208,0.4032,0.6656,0.4128,0.6832,0.424,0.6904,0.424,0.5144,0.2696,0.648,0.4432,0.4488,0.4544,0.6472,0.428
106,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5728,0.3832,0.566133334,0.4,0.6072,0.4616,0.6576,0.4824,0.6784,0.5208,0.6912,0.516,0.5184,0.3728,0.6632,0.5224,0.4488,0.5368,0.6456,0.5352
107,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.56,0.4256,0.552266666,0.4544,0.5912,0.5288,0.6424,0.5136,0.6632,0.56,0.676,0.564,0.5056,0.4296,0.6488,0.5664,0.4472,0.572,0.6248,0.5784
